# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Aug 18 22:43:49 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and tran_flag = 1
# CONSTRAINT:  and pl_controv_flag = 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN tran_flag:      Detected by Transits
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Semi-Major Axis to Stellar Radius Upper Unc.
# COLUMN pl_ratdorerr2:  Ratio of Semi-Major Axis to Stellar Radius Lower Unc.
# COLUMN pl_ratdorlim:   Ratio of Semi-Major Axis to Stellar Radius Limit Flag
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN pl_ratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_vsinerr1:    Stellar Rotational Velocity [km/s] Upper Unc.
# COLUMN st_vsinerr2:    Stellar Rotational Velocity [km/s] Lower Unc.
# COLUMN st_vsinlim:     Stellar Rotational Velocity Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN rowupdate:      Date of Last Update
#
pl_name,default_flag,sy_snum,sy_pnum,discoverymethod,tran_flag,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,rowupdate
WASP-49 b,1,2,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.78174000,0.00000600,-0.00000600,0,,,,,12.442,1.233,-1.233,0,0.37000,0.08000,-0.08000,0,0.000000,,,0,,,,,,,,,8.370000,0.370000,-0.370000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5600.00,150.00,-150.00,0,0.97,0.09,-0.09,0,0.92,0.30,-0.30,0,-0.230,,,0,,,,,4.50,0.10,-0.10,0,,,,,,,,,,,,,2018-04-25
WASP-5 b,1,1,1,Transit,1,0,<a refstr=GILLON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..259G/abstract target=ref> Gillon et al. 2009 </a>,1.62842790,0.00000220,-0.00000490,0,0.026700,0.001200,-0.000800,0,12.184,0.762,-0.796,0,1.58000,0.13000,-0.10000,0,0.038000,0.026000,-0.018000,0,,,,,1706,52,-48,0,,,,,,,,,<a refstr=GILLON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..259G/abstract target=ref> Gillon et al. 2009 </a>,,5700.00,100.00,-100.00,0,1.03,0.06,-0.07,0,0.96,0.13,-0.09,0,0.090,0.090,-0.090,0,,,,,4.39,0.04,-0.04,0,5.400,4.400,-4.300,0,3.5000,1.0000,-1.0000,0,,,,,2014-10-29
WASP-50 b,1,1,1,Transit,1,0,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,1.95510000,0.00000500,-0.00000500,0,0.029300,0.001300,-0.001300,0,13.070,0.482,-0.482,0,1.46880,0.09200,-0.09200,0,,,,,,,,,1395,33,-33,0,7.510000,0.100000,-0.100000,0,0.13900,0.00060,-0.00060,0,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,,5400.00,100.00,-100.00,0,0.84,0.03,-0.03,0,0.89,0.08,-0.07,0,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-08
WASP-52 b,1,1,1,Transit,1,0,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.134H/abstract target=ref> Hebrard et al. 2013 </a>,1.74977980,0.00000120,-0.00000120,0,0.027200,0.000300,-0.000300,0,14.240,0.340,-0.340,0,0.46000,0.02000,-0.02000,0,0.000000,,,0,,,,,1315,35,-35,0,7.380100,0.110600,-0.107300,0,,,,,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.134H/abstract target=ref> Hebrard et al. 2013 </a>,K2 V,5000.00,100.00,-100.00,0,0.79,0.02,-0.02,0,0.87,0.03,-0.03,0,0.030,0.120,-0.120,0,,,,,4.58,0.01,-0.01,0,0.400,0.300,-0.200,0,3.6000,0.9000,-0.9000,0,,,,,2014-05-14
WASP-53 b,1,1,2,Transit,1,0,<a refstr=TRIAUD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.1714T/abstract target=ref>Triaud et al. 2017</a>,3.30984430,0.00000200,-0.00000200,0,0.041010,0.000830,-0.000910,0,12.038,0.415,-0.415,0,2.13200,0.09200,-0.09400,0,0.030000,,,1,,,,,1053,16,-16,0,11.050000,0.200000,-0.190000,0,,,,,<a refstr=TRIAUD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.1714T/abstract target=ref>Triaud et al. 2017</a>,,4953.00,60.00,-60.00,0,0.80,0.02,-0.02,0,0.84,0.05,-0.05,0,0.220,0.110,-0.110,0,-0.463,0.028,-0.030,0,4.55,0.02,-0.02,0,,,,,0.8600,0.2100,-0.2100,0,,,,,2017-01-31
WASP-54 b,1,2,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.69364000,0.00000600,-0.00000600,0,,,,,17.710,1.906,-1.906,0,0.59000,0.14000,-0.14000,0,0.070000,0.030000,-0.030000,0,,,,,,,,,5.880000,0.290000,-0.290000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6100.00,100.00,-100.00,0,1.76,0.19,-0.19,0,1.08,0.38,-0.38,0,-0.270,,,0,,,,,4.00,0.03,-0.03,0,,,,,,,,,,,,,2018-04-25
WASP-55 b,1,2,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.46563000,0.00000400,-0.00000400,0,,,,,14.908,1.457,-1.457,0,0.61000,0.13000,-0.13000,0,0.000000,,,0,,,,,,,,,10.830000,0.310000,-0.310000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5900.00,100.00,-100.00,0,1.09,0.11,-0.11,0,1.11,0.35,-0.35,0,-0.200,,,0,,,,,4.30,0.10,-0.10,0,,,,,,,,,,,,,2018-04-25
WASP-56 b,1,2,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.61710000,0.00000300,-0.00000300,0,,,,,10.536,1.009,-1.009,0,0.45000,0.09000,-0.09000,0,0.000000,,,0,,,,,,,,,10.880000,0.300000,-0.300000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5600.00,100.00,-100.00,0,0.96,0.09,-0.09,0,0.71,0.21,-0.21,0,0.120,,,0,,,,,4.50,,,0,,,,,,,,,,,,,2018-04-25
WASP-57 b,1,1,1,Transit,1,0,<a refstr=SOUTHWORTH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.3094S/abstract target=ref>Southworth et al. 2015</a>,2.83891856,0.00000081,-0.00000081,0,0.037690,0.000970,-0.000970,0,11.769,0.594,-0.594,0,0.64400,0.06200,-0.06200,0,,,,,,,,,1338,29,-29,0,8.748900,0.227800,-0.216500,0,0.11820,0.00130,-0.00130,0,<a refstr=SOUTHWORTH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.3094S/abstract target=ref>Southworth et al. 2015</a>,,5600.00,100.00,-100.00,0,0.93,0.03,-0.03,0,0.89,0.07,-0.07,0,-0.250,0.100,-0.100,0,,,,,4.45,0.03,-0.03,0,,,,,,,,,,,,,2015-10-07
WASP-58 b,1,2,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5.01718000,0.00001100,-0.00001100,0,,,,,16.029,1.569,-1.569,0,0.97000,0.28000,-0.28000,0,0.000000,,,0,,,,,,,,,10.350000,1.210000,-1.210000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5800.00,150.00,-150.00,0,1.22,0.11,-0.11,0,1.06,0.47,-0.47,0,-0.450,,,0,,,,,4.27,0.09,-0.09,0,,,,,,,,,,,,,2018-04-25
WASP-59 b,1,1,1,Transit,1,0,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.134H/abstract target=ref> Hebrard et al. 2013 </a>,7.91958500,0.00001000,-0.00001000,0,0.069700,0.001100,-0.001100,0,8.687,0.762,-0.762,0,0.86300,0.04500,-0.04500,0,0.100000,0.042000,-0.042000,0,,,,,670,35,-35,0,24.390000,1.926000,-1.663000,0,,,,,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.134H/abstract target=ref> Hebrard et al. 2013 </a>,K5 V,4650.00,150.00,-150.00,0,0.61,0.04,-0.04,0,0.72,0.04,-0.04,0,-0.150,0.110,-0.110,0,,,,,4.72,0.06,-0.06,0,0.500,0.700,-0.400,0,2.3000,1.2000,-1.2000,0,,,,,2014-05-14
WASP-6 b,1,1,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.36101000,0.00000280,-0.00000280,0,,,,,11.545,1.121,-1.121,0,0.37000,0.08000,-0.08000,0,0.050000,0.020000,-0.020000,0,,,,,,,,,10.620000,0.410000,-0.410000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5450.00,100.00,-100.00,0,0.73,0.07,-0.07,0,0.55,0.17,-0.17,0,-0.200,,,0,,,,,4.60,0.20,-0.20,0,,,,,,,,,,,,,2018-09-04
WASP-60 b,1,1,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.30500000,0.00000600,-0.00000600,0,,,,,9.864,1.345,-1.345,0,0.55000,0.19000,-0.19000,0,0.000000,,,0,,,,,,,,,10.040000,1.160000,-1.160000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5900.00,100.00,-100.00,0,1.17,0.15,-0.15,0,1.19,0.61,-0.61,0,-0.040,,,0,,,,,4.20,0.10,-0.10,0,,,,,,,,,,,,,2018-04-25
WASP-61 b,1,1,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.85590000,0.00000300,-0.00000300,0,,,,,15.805,2.466,-2.466,0,2.68000,0.84000,-0.84000,0,0.000000,,,0,,,,,,,,,8.150000,0.240000,-0.240000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6250.00,150.00,-150.00,0,1.55,0.24,-0.24,0,1.82,0.85,-0.85,0,-0.100,,,0,,,,,4.26,0.01,-0.01,0,,,,,,,,,,,,,2018-04-25
WASP-62 b,1,1,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.41195000,0.00000300,-0.00000300,0,,,,,14.796,0.897,-0.897,0,0.52000,0.08000,-0.08000,0,0.000000,,,0,,,,,,,,,9.550000,0.410000,-0.410000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6230.00,80.00,-80.00,0,1.23,0.08,-0.08,0,1.11,0.25,-0.25,0,0.040,,,0,,,,,4.45,0.10,-0.10,0,,,,,,,,,,,,,2018-04-25
WASP-63 b,1,1,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.37808000,0.00000600,-0.00000600,0,,,,,15.805,1.569,-1.569,0,0.37000,0.09000,-0.09000,0,0.000000,,,0,,,,,,,,,6.590000,0.300000,-0.300000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5550.00,100.00,-100.00,0,1.86,0.19,-0.19,0,1.28,0.42,-0.42,0,0.080,,,0,,,,,4.01,0.03,-0.03,0,,,,,,,,,,,,,2018-04-25
WASP-64 b,1,2,1,Transit,1,0,<a refstr=GILLON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...552A..82G/abstract target=ref> Gillon et al. 2013 </a>,1.57329180,0.00000150,-0.00000150,0,0.026480,0.000240,-0.000240,0,14.247,0.437,-0.437,0,1.27100,0.06800,-0.06800,0,0.000000,,,0,,,,,1689,49,-49,0,5.390000,0.110000,-0.090000,0,0.12340,0.00110,-0.00110,0,<a refstr=GILLON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...552A..82G/abstract target=ref> Gillon et al. 2013 </a>,G7,5400.00,100.00,-100.00,0,1.06,0.03,-0.03,0,1.00,0.03,-0.03,0,-0.080,0.110,-0.110,0,-0.022,0.056,-0.064,0,4.39,0.02,-0.02,0,1.200,1.200,-0.700,0,3.4000,0.8000,-0.8000,0,,,,,2014-05-14
WASP-65 b,1,1,1,Transit,1,0,<a refstr=GOMEZ_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...559A..36G/abstract target=ref> Gomez et al. 2013 </a>,2.31142430,0.00000150,-0.00000150,0,0.033400,0.001600,-0.001700,0,12.464,0.661,-0.661,0,1.55000,0.16000,-0.16000,0,0.000000,,,0,,,,,1480,10,-10,0,,,,,,,,,<a refstr=GOMEZ_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...559A..36G/abstract target=ref> Gomez et al. 2013 </a>,G6,5600.00,100.00,-100.00,0,1.01,0.05,-0.05,0,0.93,0.14,-0.14,0,-0.070,0.070,-0.070,0,,,,,4.40,0.02,-0.02,0,8.000,,,-1,3.6000,0.5000,-0.5000,0,,,,,2014-05-14
WASP-66 b,1,1,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.08605000,0.00000700,-0.00000700,0,,,,,15.693,3.139,-3.139,0,2.35000,0.98000,-0.98000,0,0.000000,,,0,,,,,,,,,6.730000,0.370000,-0.370000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6600.00,150.00,-150.00,0,1.76,0.35,-0.35,0,1.33,0.83,-0.83,0,-0.310,,,0,,,,,4.30,0.20,-0.20,0,,,,,,,,,,,,,2018-04-25
WASP-67 b,1,1,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.61442000,0.00001000,-0.00001000,0,,,,,12.890,1.233,-1.233,0,0.43000,0.09000,-0.09000,0,0.000000,,,0,,,,,,,,,12.830000,0.630000,-0.630000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5200.00,100.00,-100.00,0,0.88,0.08,-0.08,0,0.91,0.28,-0.28,0,-0.070,,,0,,,,,4.35,0.15,-0.15,0,,,,,,,,,,,,,2018-04-25
WASP-68 b,1,2,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5.08430000,0.00001500,-0.00001500,0,,,,,14.796,1.569,-1.569,0,1.08000,0.25000,-0.25000,0,0.000000,,,0,,,,,,,,,7.930000,0.420000,-0.420000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5910.00,60.00,-60.00,0,1.79,0.19,-0.19,0,1.49,0.53,-0.53,0,0.220,,,0,,,,,4.17,0.11,-0.11,0,,,,,,,,,,,,,2018-04-25
WASP-69 b,1,1,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.86814000,0.00000200,-0.00000200,0,,,,,12.442,0.448,-0.448,0,0.29000,0.03000,-0.03000,0,0.000000,,,0,,,,,,,,,12.000000,0.460000,-0.460000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4700.00,50.00,-50.00,0,0.86,0.03,-0.03,0,0.98,0.14,-0.14,0,0.150,,,0,,,,,4.50,0.15,-0.15,0,,,,,,,,,,,,,2018-04-25
WASP-7 b,1,1,1,Transit,1,0,<a refstr=SOUTHWORTH_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...527A...8S/abstract target=ref> Southworth et al. 2011 </a>,4.95464160,0.00000350,-0.00000350,0,0.061700,0.001100,-0.001100,0,14.908,1.042,-1.042,0,0.96000,0.13000,-0.13000,0,,,,,,,,,1487,48,-48,0,9.074000,0.532000,-0.476000,0,0.09560,0.00160,-0.00160,0,<a refstr=SOUTHWORTH_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...527A...8S/abstract target=ref> Southworth et al. 2011 </a>,,6400.00,100.00,-100.00,0,1.43,0.09,-0.09,0,1.28,0.07,-0.07,0,0.000,0.100,-0.100,0,,,,,4.23,0.05,-0.05,0,2.400,0.900,-1.100,0,,,,,,,,,2018-05-14
WASP-70 A b,1,2,1,Transit,1,0,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,3.71302030,0.00000470,-0.00000470,0,0.048530,0.000620,-0.000620,0,13.047,0.818,-1.143,0,0.59000,0.02200,-0.02200,0,0.000000,,,0,,,,,1387,40,-40,0,,,,,,,,,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,G4,5763.00,79.00,-79.00,0,1.22,0.06,-0.09,0,1.11,0.04,-0.04,0,-0.006,0.063,-0.063,0,,,,,4.31,0.05,-0.04,0,9.500,0.500,-0.500,0,1.8000,0.4000,-0.4000,0,,,,,2014-10-15
WASP-71 b,1,1,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.90367000,0.00000700,-0.00000700,0,,,,,13.227,1.345,-1.345,0,1.39000,0.33000,-0.33000,0,0.000000,,,0,,,,,,,,,4.300000,0.270000,-0.270000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6050.00,100.00,-100.00,0,1.82,0.19,-0.19,0,0.76,0.27,-0.27,0,0.150,,,0,,,,,3.90,0.05,-0.05,0,,,,,,,,,,,,,2018-04-25
WASP-72 b,1,1,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.21673000,0.00000200,-0.00000200,0,,,,,14.460,2.018,-2.018,0,2.30000,0.70000,-0.70000,0,0.000000,,,0,,,,,,,,,4.610000,0.350000,-0.350000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6250.00,100.00,-100.00,0,2.18,0.29,-0.29,0,2.78,1.28,-1.28,0,-0.060,,,0,,,,,4.09,0.05,-0.05,0,,,,,,,,,,,,,2018-04-25
